物品ID,物品名称,显示名称,品质,分类,标签,描述,口径,最大堆叠,默认堆叠,单价,可堆叠,可使用,重量,耐久度
565,Magazine_SHT_REL_1,*Item_Magazine_SHT_REL_1*,999,Accessory,Accessory;Magazine;GunType_SHT,*Item_Magazine_SHT_REL_1_Desc*,,1,1,1,否,否,0.50,0
566,Magazine_SHT_REL_2,*Item_Magazine_SHT_REL_2*,999,Accessory,Accessory;Magazine;GunType_SHT,*Item_Magazine_SHT_REL_2_Desc*,,1,1,1,否,否,0.50,0
567,Magazine_SHT_REL_3,*Item_Magazine_SHT_REL_3*,999,Accessory,Accessory;Magazine;GunType_SHT,*Item_Magazine_SHT_REL_3_Desc*,,1,1,1,否,否,0.50,0
568,Scope_AR_4X_1,步枪4倍镜,3,Accessory,Accessory;Scope,大幅提高瞄准距离的步枪瞄准镜，但会损失一定后坐力控制与瞄准速度。,,1,1,1100,否,否,0.33,0
569,Scope_SNP_8X_1,狙击枪8倍镜,4,Accessory,Accessory;Scope;GunType_SNP,极大幅提高瞄准距离的狙击枪瞄准镜，但会损失大量后坐力控制与瞄准速度。,,1,1,2400,否,否,0.54,0
570,Scope_All_Digit_1,数字瞄具,2,Accessory,Accessory;Scope,降低基础瞄准时间的单倍瞄准镜，同时会改变准星样式。,,1,1,500,否,否,0.20,0
571,Scope_All_Holo_1,全息瞄具,2,Accessory,Accessory;Scope,降低基础瞄准时间的单倍瞄准镜，同时会改变准星样式。,,1,1,500,否,否,0.20,0
572,Scope_All_Long_1,快速瞄具,2,Accessory,Accessory;Scope,降低基础瞄准时间的单倍瞄准镜，同时会改变准星样式。,,1,1,500,否,否,0.15,0
573,Scope_All_RedDot_1,红点瞄具,2,Accessory,Accessory;Scope,降低基础瞄准时间的单倍瞄准镜，同时会改变准星样式。,,1,1,500,否,否,0.10,0
574,Scope_All_2X_1,2倍镜,3,Accessory,Accessory;Scope,提高瞄准距离的瞄准镜，但会损失少量后坐力控制与瞄准速度。,,1,1,1100,否,否,0.25,0
575,Tec_Laser_NON_1,*Item_Tec_Laser_NON_1*,999,Accessory,Accessory;TecEquip,*Item_Tec_Laser_NON_1_Desc*,,1,1,1,否,否,0.25,0
576,Tec_Laser_ADS_1,激光-机动,3,Accessory,Accessory;TecEquip,提高瞄准速度与机动性的激光指示器。,,1,1,1100,否,否,0.07,0
577,Tec_Laser_ADS_2,激光-快反,3,Accessory,Accessory;TecEquip,大幅提高瞄准速度的激光指示器。,,1,1,1100,否,否,0.07,0
578,Tec_Laser_SCA_1,激光-基础,2,Accessory,Accessory;TecEquip,提高腰射散布控制的激光指示器。,,1,1,500,否,否,0.05,0
579,Tec_Laser_SCA_2,激光-校准,4,Accessory,Accessory;TecEquip,大幅提高腰射散布控制的激光指示器。,,1,1,2400,否,否,0.12,0
580,Tec_Flashlight_NON_1,战术手电,2,Accessory,Accessory;TecEquip,大幅提高夜间的视野范围。,,1,1,500,否,否,0.10,0
583,Muzzle_SHT_SCA_2,*Item_Muzzle_SHT_SCA_2*,999,Accessory,Accessory;Muzzle;GunType_SHT,*Item_Muzzle_SHT_SCA_2_Desc*,,1,1,1,否,否,0.25,0
584,Muzzle_SHT_SCA_3,霰弹枪制退器-机动,3,Accessory,Accessory;Muzzle;GunType_SHT,提高腰射控制的霰弹枪枪口。,,1,1,1100,否,否,0.23,0
594,Bullet_SMG_Rusted,S-生锈弹,1,Bullet,Bullet,已经略微生锈的制式轻型弹，几乎没有穿甲能力，对于枪械的耐久消耗也较高。,SMG,320,30,1,是,否,0.01,0
595,Bullet_SMG_Normal,S-普通弹,2,Bullet,Bullet,标准的制式轻型弹。,SMG,320,30,5,是,否,0.01,0
596,Bullet_SMG_Burn,S-燃烧弹,999,Bullet,Bullet;Element,装填了可燃成分的轻型弹，造成火伤害。,SMG,240,30,13,是,否,0.01,0
597,Bullet_SMG_Piercing3,S-穿甲弹,3,Bullet,Bullet,能够穿透中级护甲的防护的轻型弹。,SMG,320,30,30,是,否,0.01,0
598,Bullet_SMG_Piercing5,S-高级穿甲弹,4,Bullet,Bullet,能够穿透高级护甲的防护的轻型弹。,SMG,320,30,84,是,否,0.01,0
599,Bullet_SMG_Poison,S-毒性弹,999,Bullet,Bullet;Element,装填了毒性成分的轻型弹，造成毒伤害。,SMG,240,30,11,是,否,0.01,0
600,Bullet_SMG_Electric,S-感电弹,999,Bullet,Bullet;Element,装填了金属粉末的轻型弹，造成电伤害。,SMG,240,30,14,是,否,0.01,0
601,Bullet_SMG_Space,S-空间弹,999,Bullet,Bullet;Element,用外星科技制造的轻型弹，造成空间伤害。,SMG,240,30,25,是,否,0.01,0
602,Bullet_SMG_Dumdums,S-肉伤弹,999,Bullet,Bullet;Element,对肉体能造成大量伤害的轻型弹，但没有穿透护甲的能力。,SMG,240,30,15,是,否,0.01,0
603,Bullet_AR_Rusted,AR-生锈弹,1,Bullet,Bullet,已经略微生锈的制式步枪弹，几乎没有穿甲能力，对于枪械的耐久消耗也较高。,AR,240,30,1,是,否,0.02,0
604,Bullet_AR_Normal,AR-普通弹,2,Bullet,Bullet,标准的制式步枪弹。,AR,240,30,7,是,否,0.02,0
605,Bullet_AR_Burn,AR-燃烧弹,999,Bullet,Bullet;Element,装填了可燃成分的步枪弹，造成火伤害。,AR,180,30,18,是,否,0.02,0
606,Bullet_AR_Piercing3,AR-穿甲弹,3,Bullet,Bullet,能够穿透中级护甲的防护的步枪弹。,AR,240,30,43,是,否,0.02,0
607,Bullet_AR_Piercing5,AR-高级穿甲弹,4,Bullet,Bullet,能够穿透高级护甲的防护的步枪弹。,AR,240,30,120,是,否,0.02,0
608,Bullet_AR_Poison,AR-毒性弹,999,Bullet,Bullet;Element,装填了毒性成分的步枪弹，造成毒伤害。,AR,180,30,15,是,否,0.02,0
609,Bullet_AR_Electric,AR-感电弹,999,Bullet,Bullet;Element,装填了金属粉末的步枪弹，造成电伤害。,AR,180,30,20,是,否,0.02,0
610,Bullet_AR_Space,AR-空间弹,999,Bullet,Bullet;Element,用外星科技制造的步枪弹，造成空间伤害。,AR,180,30,35,是,否,0.02,0
611,Bullet_AR_Dumdums,AR-肉伤弹,999,Bullet,Bullet,对肉体能造成大量伤害的步枪弹，但没有穿透护甲的能力。,AR,180,30,21,是,否,0.02,0
612,Bullet_BR_Rusted,L-生锈弹,1,Bullet,Bullet,已经略微生锈的制式重型弹，几乎没有穿甲能力，对于枪械的耐久消耗也较高。,BR,240,30,2,是,否,0.03,0
613,Bullet_BR_Normal,L-普通弹,2,Bullet,Bullet,标准的制式重型弹。,BR,240,30,12,是,否,0.03,0
614,Bullet_BR_Burn,L-燃烧弹,999,Bullet,Bullet;Element,装填了可燃成分的重型弹，造成火伤害。,BR,180,30,32,是,否,0.03,0
615,Bullet_BR_Piercing3,L-穿甲弹,3,Bullet,Bullet,能够穿透中级护甲的防护的重型弹。,BR,240,30,75,是,否,0.03,0
616,Bullet_BR_Piercing5,L-高级穿甲弹,4,Bullet,Bullet,能够穿透高级护甲的防护的重型弹。,BR,240,30,210,是,否,0.03,0
617,Bullet_BR_Poison,L-毒性弹,999,Bullet,Bullet;Element,装填了毒性成分的重型弹，造成毒伤害。,BR,180,30,26,是,否,0.03,0
618,Bullet_BR_Electric,L-感电弹,999,Bullet,Bullet;Element,装填了金属粉末的重型弹，造成电伤害。,BR,180,30,35,是,否,0.03,0
619,Bullet_BR_Space,L-空间弹,999,Bullet,Bullet;Element,用外星科技制造的重型弹，造成空间伤害。,BR,180,30,61,是,否,0.03,0
620,Bullet_BR_Dumdums,L-肉伤弹,999,Bullet,Bullet,对肉体能造成大量伤害的重型弹，但没有穿透护甲的能力。,BR,180,30,37,是,否,0.03,0
621,Bullet_SNP_Rusted,生锈狙击弹,1,Bullet,Bullet,已经略微生锈的制式狙击弹，几乎没有穿甲能力，对于枪械的耐久消耗也较高。,SNP,40,10,5,是,否,0.05,0
622,Bullet_SNP_Normal,普通狙击弹,2,Bullet,Bullet,标准的制式狙击弹。,SNP,40,10,35,是,否,0.05,0
623,Bullet_SNP_Burn,燃烧狙击弹,999,Bullet,Bullet;Element,装填了可燃成分的狙击弹，造成火伤害。,SNP,30,10,90,是,否,0.05,0
624,Bullet_SNP_Piercing3,中级穿甲狙击弹,999,Bullet,Bullet,能够穿透中级护甲的防护的狙击弹。,SNP,30,10,215,是,否,0.05,0
625,Bullet_SNP_Piercing5,高级穿甲狙击弹,999,Bullet,Bullet,能够穿透高级护甲的防护的狙击弹。,SNP,30,10,600,是,否,0.05,0
626,Bullet_SNP_Poison,毒性狙击弹,999,Bullet,Bullet;Element,装填了毒性成分的狙击弹，造成毒伤害。,SNP,30,10,75,是,否,0.05,0
627,Bullet_SNP_Electric,感电狙击弹,999,Bullet,Bullet;Element,装填了金属粉末的狙击弹，造成电伤害。,SNP,30,10,100,是,否,0.05,0
628,Bullet_SNP_Space,空间狙击弹,999,Bullet,Bullet;Element,用外星科技制造的狙击弹，造成空间伤害。,SNP,30,10,175,是,否,0.05,0
629,Bullet_SNP_Dumdums,肉伤狙击弹,999,Bullet,Bullet,对肉体能造成大量伤害的狙击弹，但没有穿透护甲的能力。,SNP,30,10,105,是,否,0.05,0
630,Bullet_SHT_Rusted,生锈霰弹,1,Bullet,Bullet,已经略微生锈的制式霰弹，几乎没有穿甲能力，对于枪械的耐久消耗也较高。,SHT,100,20,3,是,否,0.04,0
631,Bullet_SHT_Normal,普通霰弹,2,Bullet,Bullet,标准的制式霰弹。,SHT,100,20,21,是,否,0.04,0
632,Bullet_SHT_Burn,燃烧霰弹,999,Bullet,Bullet;Element,装填了可燃成分的霰弹，造成火伤害。,SHT,80,20,54,是,否,0.04,0
633,Bullet_SHT_Piercing3,穿甲霰弹,3,Bullet,Bullet,能够穿透中级护甲的防护的霰弹。,SHT,100,20,129,是,否,0.04,0
634,Bullet_SHT_Piercing5,高级穿甲霰弹,4,Bullet,Bullet,能够穿透高级护甲的防护的霰弹。,SHT,100,20,360,是,否,0.04,0
635,Bullet_SHT_Poison,毒性霰弹,999,Bullet,Bullet;Element,装填了毒性成分的霰弹，造成毒伤害。,SHT,80,20,45,是,否,0.04,0
636,Bullet_SHT_Electric,感电霰弹,999,Bullet,Bullet;Element,装填了金属粉末的霰弹，造成电伤害。,SHT,80,20,60,是,否,0.04,0
637,Bullet_SHT_Space,空间霰弹,999,Bullet,Bullet;Element,用外星科技制造的霰弹，造成空间伤害。,SHT,80,20,105,是,否,0.04,0
638,Bullet_SHT_Dumdums,肉伤霰弹,999,Bullet,Bullet;Element,对肉体能造成大量伤害的霰弹，但没有穿透护甲的能力。,SHT,80,20,63,是,否,0.04,0
639,Bullet_MAG_Rusted,MAG-生锈弹,999,Bullet,Bullet,已经略微生锈的制式马格南弹药，几乎没有穿甲能力，对于枪械的耐久消耗也较高。,MAG,24,8,8,是,否,0.06,0
640,Bullet_MAG_Normal,MAG-普通弹,2,Bullet,Bullet,标准的制式马格南弹药。,MAG,32,8,56,是,否,0.06,0
641,Bullet_MAG_Burn,MAG-燃烧弹,999,Bullet,Bullet;Element,装填了可燃成分的马格南弹药，造成火伤害。,MAG,24,8,144,是,否,0.06,0
642,Bullet_MAG_Piercing3,MAG-中级穿甲弹,999,Bullet,Bullet,能够穿透中级护甲的防护的马格南弹药。,MAG,24,8,344,是,否,0.06,0
643,Bullet_MAG_Piercing5,MAG-高级穿甲弹,999,Bullet,Bullet,能够穿透高级护甲的防护的马格南弹药。,MAG,24,8,960,是,否,0.06,0
644,Bullet_MAG_Poison,MAG-毒性弹,999,Bullet,Bullet;Element,装填了毒性成分的马格南弹药，造成毒伤害。,MAG,24,8,120,是,否,0.06,0
645,Bullet_MAG_Electric,MAG-感电弹,999,Bullet,Bullet;Element,装填了金属粉末的马格南弹药，造成电伤害。,MAG,24,8,160,是,否,0.06,0
646,Bullet_MAG_Space,MAG-空间弹,999,Bullet,Bullet;Element,用外星科技制造的马格南弹药，造成空间伤害。,MAG,24,8,280,是,否,0.06,0
647,Bullet_MAG_Dumdums,MAG-肉伤弹,999,Bullet,Bullet,对肉体能造成大量伤害的马格南弹药，但没有穿透护甲的能力。,MAG,24,8,168,是,否,0.06,0
648,Bullet_ARR_Normal,木矢,1,Bullet,Bullet,用树枝制作的箭矢。,ARR,30,10,1,是,否,0.10,0
649,Bullet_ARR_Explosion,爆炸矢,4,Bullet,Bullet;Element,这玩意没有安全爆炸距离。,ARR,8,1,500,是,否,0.25,0
650,Bullet_PWS_S,小能量弹,9,Bullet,Bullet,为能量武器提供少量能量。,PWS,320,30,25,是,否,0.01,0
651,Tec_Laser_CIT_1,激光-暴击,4,Accessory,Accessory;TecEquip,提高爆头伤害的激光指示器。,,1,1,2400,否,否,0.12,0
652,AR_ADAR_Normal,ADAR 2-15,2,Weapon,Weapon;Gun;GunType_AR;Western;Repairable,制式武器的民用版本，虽然威力较低，但有着优秀的稳定性和更好的配件支持。,AR,1,1,1633,否,否,2.88,100
653,AR_AUGA1_Normal,StG 77,3,Weapon,Weapon;Gun;GunType_AR;Western;Repairable,无托结构设计，短小紧凑后坐力较小，且自带光学瞄准镜。,AR,1,1,3658,否,否,3.60,100
654,AR_AUGA3_Normal,StG 77A3,3,Weapon,Weapon;Gun;GunType_AR;Western;Repairable,StG 77的改进型，去掉了光学瞄准镜并提高了配件的支持。,AR,1,1,4539,否,否,3.70,100
655,SMG_MP5_Normal,MP5,4,Weapon,Weapon;Gun;GunType_SMG;Western;Repairable;LockInDemo,高精度，低后座力的制式冲锋枪，相当适合腰射。,SMG,1,1,5794,否,否,2.54,100
656,BR_SKS_Normal,SKS-45,2,Weapon,Weapon;Gun;GunType_BR;Repairable,结构简单，精度良好的制式步枪。在鸭科夫，威力较大的步枪被称为战斗步枪，即使口径相同也要使用不同的弹药，没人知道理由。,BR,1,1,2386,否,否,3.65,120
657,SHT_TOZ66_Normal,TOZ-66,1,Weapon,Weapon;Gun;GunType_SHT;Repairable,手动装填的双管霰弹枪，一般用来自卫。,SHT,1,1,435,否,否,2.72,100
658,SHT_TOZ106_Normal,TOZ-106,1,Weapon,Weapon;Gun;GunType_SHT;Repairable,单管霰弹枪，可以弹匣换弹。,SHT,1,1,547,否,否,2.50,100
659,AR_VPO136_Normal,VPO-136,1,Weapon,Weapon;Gun;GunType_AR;Repairable,基于AK-47设计的半自动民用步枪，可靠性很高。,AR,1,1,630,否,否,3.58,120
660,SmokeGrenade,烟雾弹,3,Explosive,Explosive,制造一团遮挡视野的烟雾。,,1,1,580,否,否,0.48,0
662,WeaponPartsLv2,中级武器零件,2,Tool,Tool,更高级的枪械零件，能制造更多枪械。,,50,1,248,是,否,0.50,0
663,WeaponPartsLv3,高级武器零件,4,Tool,Tool,顶级枪械零件，很多高端武器必不可少的材料。,,50,1,669,是,否,0.71,0
665,BP_ADAR,蓝图：ADAR 2-15,2,Formula,Formula;Formula_Blueprint,用于在工作台研发武器：ADAR 2-15。,,1,1,50,否,否,0.10,0
666,BP_AUGA1,蓝图：StG 77,3,Formula,Formula;Formula_Blueprint,用于在工作台研发武器：StG-77。,,1,1,50,否,否,0.10,0
667,BP_AUGA3,蓝图：StG 77A3,3,Formula,Formula;Formula_Blueprint,用于在工作台研发武器：StG-77A3。,,1,1,50,否,否,0.10,0
668,BP_MP5,蓝图：MP5,3,Formula,Formula;Formula_Blueprint,用于在工作台研发武器：MP5。,,1,1,50,否,否,0.10,0
669,BP_SKS,蓝图：SKS,2,Formula,Formula;Formula_Blueprint,用于在工作台研发武器：SKS。,,1,1,50,否,否,0.10,0
670,BP_TOZ66,蓝图：TOZ-66,1,Formula,Formula;Formula_Blueprint,用于在工作台研发武器：TOZ-66。,,1,1,50,否,否,0.10,0
671,BP_TOZ106,蓝图：TOZ-106,1,Formula,Formula;Formula_Blueprint,用于在工作台研发武器：TOZ-106。,,1,1,50,否,否,0.10,0
672,BP_VPO136,蓝图：VPO-136,1,Formula,Formula;Formula_Blueprint,用于在工作台研发武器：VPO-136。,,1,1,50,否,否,0.10,0
675,BP_Bullet_BR_Normal,蓝图：普通重型弹,2,Formula,Formula;Formula_Blueprint,用于制造：L-普通弹。,,1,1,50,否,否,0.10,0
676,BP_Bullet_SNP_Normal,蓝图：普通狙击弹,9,Formula,Formula;Formula_Blueprint,用于制造：普通狙击弹。,,1,1,50,否,否,0.10,0
677,BP_Bullet_SHT_Normal,蓝图：普通霰弹,9,Formula,Formula;Formula_Blueprint,用于制造：普通霰弹。,,1,1,50,否,否,0.10,0
678,BP_Bullet_MAG_Normal,蓝图：MAG-普通弹,9,Formula,Formula;Formula_Blueprint,用于制造：普通反器材弹。,,1,1,50,否,否,0.10,0
679,HeadsetLV1,耳机,2,Headset,Headset;Equipment,能够提高听觉灵敏度，可以听到声音来自于哪个方向。,,1,1,680,否,否,0.42,0
680,BR_VSS_Normal,VSS,5,Weapon,Weapon;Gun;GunType_BR;Repairable;LockInDemo,自带消声器和光学瞄准镜，适合用来偷袭老同志，缺点是射程相对有限。,BR,1,1,16741,否,否,3.10,100
681,AR_ASVAL_Normal,AS Val,5,Weapon,Weapon;Gun;GunType_AR;Repairable;LockInDemo,自带消音器的特种步枪，射速快，精度高但载弹量有限。,AR,1,1,10648,否,否,2.50,100
682,AR_DTMDR556_Normal,DT MDR-556,4,Weapon,Weapon;Gun;GunType_AR;Western;Repairable,还在测试阶段的制式步枪，模块化程度非常高，但不知什么原因，本来可以卸下的枪管和黄色的外壳绑定在了一起。,AR,1,1,7354,否,否,4.40,100
683,BR_DTMDR762_Normal,DT MDR-762,5,Weapon,Weapon;Gun;GunType_BR;Western;Repairable;LockInDemo,还在测试阶段的制式战斗步枪，模块化程度非常高，但不知什么原因，本来可以卸下的枪管和黑色的外壳绑定在了一起。,BR,1,1,14099,否,否,4.60,100
688,Bullet_SMG_Piercing2,S-低级穿甲弹,999,Bullet,Bullet,能够穿透低级护甲的防护的轻型弹。,SMG,240,30,15,是,否,0.01,0
689,Bullet_SMG_Piercing4,S-中级穿甲弹,999,Bullet,Bullet,能够穿透中级护甲的防护的轻型弹。,SMG,240,30,49,是,否,0.01,0
690,Bullet_SMG_Piercing6,S-高级穿甲弹,999,Bullet,Bullet,能够穿透高级护甲的防护的轻型弹。,SMG,240,30,140,是,否,0.01,0
691,Bullet_SMG_Break,S-特种弹,5,Bullet,Bullet;Element,能够大幅消耗护甲耐久的轻型弹，虽然穿甲能力很低，但可以快速击碎敌人的护甲，使他失去护甲防护，并造成比普通子弹更高的伤害。,SMG,320,30,140,是,否,0.01,0
692,Bullet_AR_Piercing2,AR-低级穿甲弹,999,Bullet,Bullet,能够穿透低级护甲的防护的步枪弹。,AR,180,30,21,是,否,0.02,0
693,Bullet_AR_Piercing4,AR-中级穿甲弹,999,Bullet,Bullet,能够穿透中级护甲的防护的步枪弹。,AR,180,30,70,是,否,0.02,0
694,Bullet_AR_Piercing6,AR-特种穿甲弹,5,Bullet,Bullet,能够穿透几乎所有护甲的防护的步枪弹，造成的伤害也更高。,AR,240,30,200,是,否,0.02,0
695,Bullet_AR_Break,AR-碎甲弹,999,Bullet,Bullet;Element,能够大幅消耗护甲耐久的步枪弹，虽然穿甲和伤害能力都很低，但可以快速击碎敌人的护甲，使他失去护甲防护。,AR,180,30,33,是,否,0.02,0
696,Bullet_BR_Piercing2,L-低级穿甲弹,999,Bullet,Bullet,能够穿透低级护甲的防护的重型弹。,BR,180,30,37,是,否,0.03,0
697,Bullet_BR_Piercing4,L-中级穿甲弹,999,Bullet,Bullet,能够穿透中级护甲的防护的重型弹。,BR,180,30,123,是,否,0.03,0
698,Bullet_BR_Piercing6,L-特种穿甲弹,5,Bullet,Bullet,能够穿透几乎所有护甲的防护的重型弹，造成的伤害与爆头伤害也更高。,BR,240,30,350,是,否,0.03,0
699,Bullet_BR_Break,L-碎甲弹,999,Bullet,Bullet;Element,能够大幅消耗护甲耐久的重型弹，虽然穿甲和伤害能力都很低，但可以快速击碎敌人的护甲，使他失去护甲防护。,BR,180,30,58,是,否,0.03,0
700,Bullet_SNP_Piercing2,穿甲狙击弹,3,Bullet,Bullet,能够穿透低级护甲的防护的狙击弹。,SNP,40,10,105,是,否,0.05,0
701,Bullet_SNP_Piercing4,高级穿甲狙击弹,4,Bullet,Bullet,能够穿透中级护甲的防护的狙击弹。,SNP,40,10,350,是,否,0.05,0
702,Bullet_SNP_Piercing6,特种穿甲狙击弹,5,Bullet,Bullet,能够穿透几乎所有护甲的防护的狙击弹，造成的爆头伤害也更高。,SNP,40,10,1000,是,否,0.05,0
703,Bullet_SNP_Break,碎甲狙击弹,999,Bullet,Bullet;Element,能够大幅消耗护甲耐久的狙击弹，虽然穿甲和伤害能力都很低，但可以快速击碎敌人的护甲，使他失去护甲防护。,SNP,30,10,165,是,否,0.05,0
704,Bullet_SHT_Piercing2,低级穿甲霰弹,999,Bullet,Bullet,能够穿透低级护甲的防护的霰弹。,SHT,80,20,63,是,否,0.04,0
705,Bullet_SHT_Piercing4,中级穿甲霰弹,999,Bullet,Bullet,能够穿透中级护甲的防护的霰弹。,SHT,80,20,210,是,否,0.04,0
706,Bullet_SHT_Piercing6,高级穿甲霰弹,999,Bullet,Bullet,能够穿透高级护甲的防护的霰弹。,SHT,80,20,600,是,否,0.04,0
707,Bullet_SHT_Break,特种霰弹,5,Bullet,Bullet;Element,对肉体能造成大量伤害的霰弹，也非常容易使命中的敌人流血，但没有穿透护甲的能力。,SHT,100,8,600,是,否,0.04,0
708,Bullet_MAG_Piercing2,MAG-穿甲弹,3,Bullet,Bullet,能够穿透低级护甲的防护的马格南弹药。,MAG,32,8,168,是,否,0.06,0
709,Bullet_MAG_Piercing4,MAG-高级穿甲弹,4,Bullet,Bullet,能够穿透中级护甲的防护的马格南弹药。,MAG,32,8,560,是,否,0.06,0
710,Bullet_MAG_Piercing6,MAG-特种穿甲弹,5,Bullet,Bullet,能够穿透几乎所有护甲的防护的马格南弹药，造成的伤害与爆头伤害也更高。,MAG,32,8,1600,是,否,0.06,0
711,Bullet_MAG_Break,MAG-碎甲弹,999,Bullet,Bullet;Element,能够大幅消耗护甲耐久的马格南弹药，虽然穿甲和伤害能力都很低，但可以快速击碎敌人的护甲，使他失去护甲防护。,MAG,24,8,264,是,否,0.06,0
712,Muzzle_PST_DAM_1,手枪增伤枪口,3,Accessory,Accessory;Muzzle;GunType_PST,大幅提高枪械伤害的手枪枪口，但会损失少量后坐力控制。,,1,1,1100,否,否,0.13,0
713,Muzzle_SMG_DAM_1,冲锋枪增伤枪口,3,Accessory,Accessory;Muzzle;GunType_SMG,大幅提高枪械伤害的冲锋枪枪口，但会损失少量后坐力控制。,,1,1,1100,否,否,0.17,0
714,Muzzle_AR_DAM_1,步枪增伤枪口,3,Accessory,Accessory;Muzzle;GunType_AR,大幅提高枪械伤害的步枪枪口，但会损失少量后坐力控制。,,1,1,1100,否,否,0.21,0
715,Muzzle_SNP_DAM_1,狙击枪增伤枪口,3,Accessory,Accessory;Muzzle;GunType_SNP,大幅提高枪械伤害的狙击枪枪口，但会损失少量后坐力控制。,,1,1,1100,否,否,0.25,0
716,Muzzle_SHT_DAM_1,霰弹枪增伤枪口,3,Accessory,Accessory;Muzzle;GunType_SHT,大幅提高枪械伤害的霰弹枪枪口，但会损失少量后坐力控制。,,1,1,1100,否,否,0.27,0
717,Stock_SMG_SCA_4,冲锋枪腰射枪托II,999,Accessory,Accessory;Stock;GunType_SMG,极大幅加强腰射散布控制的冲锋枪枪托。,,1,1,1,否,否,0.70,0
718,NightVisionGoggles,GPNVG-18夜视仪,5,FaceMask,FaceMask;Equipment,视野很好的夜视仪。看起来像白天一样。,,1,1,4725,否,否,0.88,0
719,ThermalVisionGoggles,T-7热成像目镜,6,FaceMask,FaceMask;Equipment,这玩意凭啥这么贵？,,1,1,38900,否,否,0.92,0
733,SMG_MP7_Electric,带电MP7,9,Weapon,Weapon;Gun;GunType_SMG;Western;Repairable,缠了节电池的MP7，发射的子弹为电属性。真是震撼人心的鸭星科技啊！,SMG,1,1,6512,否,否,1.80,100
734,SMG_PP19Bizon_Normal,Bizon-2,3,Weapon,Weapon;Gun;GunType_SMG;Repairable,使用螺旋弹匣，载弹量相当大，非常适合用于火力压制。,SMG,1,1,3353,否,否,3.10,100
735,SMG_PPSH_Normal,PPSh,2,Weapon,Weapon;Gun;GunType_SMG;Repairable,非常均衡的制式冲锋枪。,SMG,1,1,2214,否,否,3.40,100
736,SMG_SR3M_Normal,SR-3M,3,Weapon,Weapon;Gun;GunType_SMG;Repairable;LockInDemo,换弹速度快，持续伤害能力相当不错的制式冲锋枪，但射程相对有限。常见的版本自带消音器，但这把好像卸了。,SMG,1,1,3851,否,否,2.70,100
737,SMG_Vector9_Normal,Vector,3,Weapon,Weapon;Gun;GunType_SMG;Western;Repairable,使用特殊设计，在保证射速和威力的同时，提高了后坐力控制与稳定性。,SMG,1,1,4174,否,否,2.18,100
738,Formula_FirstAidKit_M,配方：急救箱,99,Formula,Formula;Formula_Medic,在医疗站制造急救箱的配方。,,1,1,200,否,否,0.00,0
740,WhiteGown,白大褂,9,Armor,Armor;Equipment;Repairable,J-LAB研究人员穿的白大褂。,,1,1,100,否,否,0.80,50
741,Glass,黑色眼镜,2,FaceMask,FaceMask;Equipment;DecorateEquipment,看起来很有学问。,,1,1,130,否,否,0.08,0
742,GlassShiny,闪光的眼镜,4,FaceMask,FaceMask;Equipment;DecorateEquipment,散发着反派的气质。,,1,1,1200,否,否,0.10,0
